Player,Rate,Draft Team,Round,Pick,Draft Year,Draft College,From,To,G,qb_Cmp,qb_Att,qb_Inc,qb_Cmp%,qb_Yds,qb_TD,qb_Int,qb_TD%,qb_Int%,qb_Y/A,qb_AY/A,qb_Y/C,qb_Y/G,Pos,Team,rb_rush_Y/G,rb_rush_Att,rb_rush_Yds,rb_rush_Y/A,rb_rush_TD,rb_rec_Rec,rb_rec_Y/R,rb_rec_TD,rb_rec_Y/G,rec_Y/G,rec_Rec,rec_Yds,rec_Y/R,rec_TD,Sk,Solo,Ast,Comb,TFL,Sk/G,Int,IntTD,PD,name_norm,position,college,college_norm,player_id
Greg Salas,,RAM,4,112,2011,Hawaii,2007,2010,48.0,,,,,,,,,,,,,,WR,Hawaii,,,,,,,,,,90.5,285.0,4345.0,15.2,26.0,,,,,,,,,,greg salas,WR,Hawaii,hawaii,306.0
Chimdi Chekwa,,RAI,4,113,2011,Ohio State,2007,2010,52.0,,,,,,,,,,,,,,DB,Ohio State,,,,,,,,,,,,,,,,,,,,,6.0,0.0,0.0,chimdi chekwa,DB,Ohio State,ohio state,
Kendall Hunter,,SFO,4,115,2011,Oklahoma State,2007,2010,46.0,,,,,,,,,,,,,,RB,Oklahoma State,90.9,708.0,4181.0,5.9,37.0,63.0,8.2,2.0,11.3,,,,,,,,,,,,,,,kendall hunter,RB,Oklahoma State,oklahoma state,
Casey Matthews,,PHI,4,116,2011,Oregon,2007,2010,50.0,,,,,,,,,,,,,,LB,Oregon,,,,,,,,,,,,,,,9.0,123.0,122.0,245.0,30.5,0.18,,,,casey matthews,LB,Oregon,oregon,
Jalil Brown,,KAN,4,118,2011,Colorado,2008,2010,36.0,,,,,,,,,,,,,,DB,Colorado,,,,,,,,,,,,,,,,,,,,,6.0,0.0,0.0,jalil brown,DB,Colorado,colorado,
Delone Carter,,CLT,4,119,2011,Syracuse,2006,2010,42.0,,,,,,,,,,,,,,RB,Syracuse,73.9,646.0,3104.0,4.8,24.0,28.0,7.4,1.0,5.0,,,,,,,,,,,,,,,delone carter,RB,Syracuse,syracuse,77.0
Chris Prosinski,,JAX,4,121,2011,Wyoming,2007,2010,49.0,,,,,,,,,,,,,,DB,Wyoming,,,,,,,,,,,,,,,,,,,,,5.0,0.0,7.0,chris prosinski,DB,Wyoming,wyoming,
Chris Hairston,,BUF,4,122,2011,Clemson,2008,2010,24.0,,,,,,,,,,,,,,OL,Clemson,,,,,,,,,,,,,,,,,,,,,,,,chris hairston,OL,Clemson,clemson,
Tandon Doss,,RAV,4,123,2011,Indiana,2008,2010,31.0,,,,,,,,,,,,,,WR,Indiana,,,,,,,,,,59.8,154.0,1854.0,12.0,13.0,,,,,,,,,,tandon doss,WR,Indiana,indiana,295.0
Owen Marecic,,CLE,4,124,2011,Stanford,2007,2010,49.0,,,,,,,,,,,,,,RB,Stanford,1.4,36.0,67.0,1.9,9.0,25.0,10.3,1.0,5.3,,,,,,,,,,,,,,,owen marecic,RB,Stanford,stanford,
Bilal Powell,,NYJ,4,126,2011,Louisville,2007,2010,42.0,,,,,,,,,,,,,,RB,Louisville,55.7,436.0,2338.0,5.4,19.0,45.0,7.6,3.0,8.2,,,,,,,,,,,,,,,bilal powell,RB,Louisville,louisville,86.0
Rashad Carmichael,,HTX,4,127,2011,Virginia Tech,2007,2010,54.0,,,,,,,,,,,,,,DB,Virginia Tech,,,,,,,,,,,,,,,,,,,,,10.0,2.0,3.0,rashad carmichael,DB,Virginia Tech,virginia tech,
Jamie Harper,,OTI,4,130,2011,Clemson,2008,2010,39.0,,,,,,,,,,,,,,RB,Clemson,33.6,311.0,1311.0,4.2,12.0,50.0,8.0,3.0,10.2,,,,,,,,,,,,,,,jamie harper,RB,Clemson,clemson,79.0
Davon House,,GNB,4,131,2011,New Mexico State,2007,2010,49.0,,,,,,,,,,,,,,DB,New Mexico State,,,,,,,,,,,,,,,,,,,,,11.0,3.0,0.0,davon house,DB,New Mexico State,new mexico state,
Kealoha Pilares,,CAR,5,132,2011,Hawaii,2007,2007,11.0,,,,,,,,,,,,,,RB,Hawaii,35.3,68.0,388.0,5.7,3.0,26.0,9.6,1.0,22.6,,,,,,,,,,,,,,,kealoha pilares,RB,Hawaii,hawaii,
Kealoha Pilares,,CAR,5,132,2011,Hawaii,2008,2010,36.0,,,,,,,,,,,,,,WR,Hawaii,,,,,,,,,,62.3,183.0,2242.0,12.3,21.0,,,,,,,,,,kealoha pilares,WR,Hawaii,hawaii,305.0
Johnny White,,BUF,5,133,2011,North Carolina,2007,2010,21.0,,,,,,,,,,,,,,RB,North Carolina,53.3,225.0,1119.0,5.0,7.0,39.0,11.5,0.0,21.3,,,,,,,,,,,,,,,johnny white,RB,North Carolina,north carolina,90.0
Johnny White,,BUF,5,133,2011,North Carolina,2009,2009,13.0,,,,,,,,,,,,,,WR,North Carolina,,,,,,,,,,5.1,7.0,66.0,9.4,1.0,,,,,,,,,,johnny white,WR,North Carolina,north carolina,
Johnny White,,BUF,5,133,2011,North Carolina,2008,2008,12.0,,,,,,,,,,,,,,DB,North Carolina,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,johnny white,DB,North Carolina,north carolina,
Robert Sands,,CIN,5,134,2011,West Virginia,2008,2010,39.0,,,,,,,,,,,,,,DB,West Virginia,,,,,,,,,,,,,,,,,,,,,6.0,0.0,0.0,robert sands,DB,West Virginia,west virginia,
Ricky Stanzi,141.6,KAN,5,135,2011,Iowa,2007,2010,39.0,542.0,907.0,365.0,59.8,7377.0,56.0,31.0,6.2,3.4,8.1,7.83,13.6,189.2,QB,Iowa,,,,,,,,,,,,,,,,,,,,,,,,ricky stanzi,QB,Iowa,iowa,8.0
Anthony Sherman,,CRD,5,136,2011,Connecticut,2007,2010,51.0,,,,,,,,,,,,,,RB,Connecticut,1.2,17.0,61.0,3.6,0.0,48.0,9.9,1.0,9.4,,,,,,,,,,,,,,,anthony sherman,RB,Connecticut,connecticut,
Marcus Cannon,,NWE,5,138,2011,Texas Christian,2007,2008,24.0,,,,,,,,,,,,,,OL,Texas Christian,,,,,,,,,,,,,,,,,,,,,,,,marcus cannon,OL,Texas Christian,texas christian,
Brandon Burton,,MIN,5,139,2011,,2008,2010,37.0,,,,,,,,,,,,,,DB,Utah,,,,,,,,,,,,,,,,,,,,,3.0,0.0,0.0,brandon burton,DB,nan,nan,
Gabe Miller,,KAN,5,140,2011,Oregon State,2007,2007,13.0,,,,,,,,,,,,,,TE,Oregon State,,,,,,,,,,9.5,8.0,124.0,15.5,1.0,,,,,,,,,,gabe miller,TE,Oregon State,oregon state,
Gabe Miller,,KAN,5,140,2011,Oregon State,2009,2010,25.0,,,,,,,,,,,,,,DL,Oregon State,,,,,,,,,,,,,,,8.0,29.0,38.0,67.0,13.0,0.32,,,,gabe miller,DL,Oregon State,oregon state,
D.J. Williams,,GNB,5,141,2011,Arkansas,2007,2010,51.0,,,,,,,,,,,,,,TE,Arkansas,,,,,,,,,,36.4,152.0,1855.0,12.2,10.0,,,,,,,,,,d j williams,TE,Arkansas,arkansas,210.0
Karl Klug,,OTI,5,142,2011,Iowa,2007,2010,39.0,,,,,,,,,,,,,,DL,Iowa,,,,,,,,,,,,,,,11.0,57.0,83.0,140.0,31.0,0.282051282051282,,,,karl klug,DL,Iowa,iowa,
Josh Thomas,,DAL,5,143,2011,Buffalo,2007,2010,47.0,,,,,,,,,,,,,,DB,Buffalo,,,,,,,,,,,,,,,,,,,,,2.0,0.0,15.0,josh thomas,DB,Buffalo,buffalo,
Shiloh Keo,,HTX,5,144,2011,Idaho,2006,2010,55.0,,,,,,,,,,,,,,DB,Idaho,,,,,,,,,,,,,,,,,,,,,11.0,0.0,0.0,shiloh keo,DB,Idaho,idaho,
Jacquizz Rodgers,,ATL,5,145,2011,Oregon State,2008,2010,36.0,,,,,,,,,,,,,,RB,Oregon State,107.7,788.0,3877.0,4.9,46.0,151.0,7.0,5.0,29.3,,,,,,,,,,,,,,,jacquizz rodgers,RB,Oregon State,oregon state,
Dejon Gomes,,WAS,5,146,2011,Nebraska,2009,2010,27.0,,,,,,,,,,,,,,DB,Nebraska,,,,,,,,,,,,,,,,,,,,,7.0,1.0,0.0,dejon gomes,DB,Nebraska,nebraska,
Rod Issac,,JAX,5,147,2011,Middle Tennessee State,2007,2010,46.0,,,,,,,,,,,,,,DB,Middle Tennessee State,,,,,,,,,,,,,,,,,,,,,5.0,1.0,7.0,rod issac,DB,Middle Tennessee State,middle tennessee state,
Denarius Moore,,RAI,5,148,2011,Tennessee,2007,2010,52.0,,,,,,,,,,,,,,WR,Tennessee,,,,,,,,,,38.5,112.0,2004.0,17.9,18.0,,,,,,,,,,denarius moore,WR,Tennessee,tennessee,303.0
Dion Lewis,,PHI,5,149,2011,Pitt,2009,2010,25.0,,,,,,,,,,,,,,RB,Pitt,114.4,544.0,2860.0,5.3,30.0,52.0,7.8,1.0,16.2,,,,,,,,,,,,,,,dion lewis,RB,Pitt,pitt,
Jason Pinkston,,CLE,5,150,2011,Pitt,2009,2012,42.0,,,,,,,,,,,,,,DB,Ball State,,,,,,,,,,,,,,,,,,,,,8.0,0.0,4.0,jason pinkston,DB,Pitt,pitt,
Ahmad Black,,TAM,5,151,2011,Florida,2007,2010,48.0,,,,,,,,,,,,,,DB,Florida,,,,,,,,,,,,,,,,,,,,,13.0,3.0,0.0,ahmad black,DB,Florida,florida,
T.J. Yates,131.7,HTX,5,152,2011,North Carolina,2007,2010,45.0,795.0,1277.0,482.0,62.3,9377.0,58.0,46.0,4.5,3.6,7.3,6.63,11.8,208.4,QB,North Carolina,,,,,,,,,,,,,,,,,,,,,,,,t j yates,QB,North Carolina,north carolina,10.0
Jeremy Kerley,,NYJ,5,153,2011,Texas Christian,2007,2010,50.0,,,,,,,,,,,,,,WR,Texas Christian,,,,,,,,,,26.0,120.0,1299.0,10.8,12.0,,,,,,,,,,jeremy kerley,WR,Texas Christian,texas christian,
Richard Sherman,,SEA,5,154,2011,Stanford,2006,2009,41.0,,,,,,,,,,,,,,WR,Stanford,,,,,,,,,,32.7,81.0,1340.0,16.5,7.0,,,,,,,,,,richard sherman,WR,Stanford,stanford,
Richard Sherman,,SEA,5,154,2011,Stanford,2010,2010,13.0,,,,,,,,,,,,,,DB,Stanford,,,,,,,,,,,,,,,,,,,,,4.0,0.0,0.0,richard sherman,DB,Stanford,stanford,
Niles Paul,,WAS,5,155,2011,Nebraska,2007,2010,46.0,,,,,,,,,,,,,,WR,Nebraska,,,,,,,,,,33.3,103.0,1532.0,14.9,5.0,,,,,,,,,,niles paul,WR,Nebraska,nebraska,304.0
Doug Hogue,,DET,5,157,2011,Syracuse,2007,2008,20.0,,,,,,,,,,,,,,RB,Syracuse,24.2,112.0,483.0,4.3,3.0,14.0,9.9,1.0,7.0,,,,,,,,,,,,,,,doug hogue,RB,Syracuse,syracuse,
Doug Hogue,,DET,5,157,2011,Syracuse,2009,2010,25.0,,,,,,,,,,,,,,LB,Syracuse,,,,,,,,,,,,,,,12.0,108.0,59.0,167.0,26.5,0.48,,,,doug hogue,LB,Syracuse,syracuse,
Jermale Hines,,RAM,5,158,2011,Ohio State,2007,2010,44.0,,,,,,,,,,,,,,LB,Ohio State,,,,,,,,,,,,,,,1.0,89.0,68.0,157.0,7.5,0.0227272727272727,,,,jermale hines,LB,Ohio State,ohio state,
Lee Smith,,NWE,5,159,2011,Marshall,2007,2010,48.0,,,,,,,,,,,,,,TE,Marshall,,,,,,,,,,16.5,75.0,791.0,10.5,3.0,,,,,,,,,,lee smith,TE,Marshall,marshall,208.0
Nathan Enderle,122.7,CHI,5,160,2011,Idaho,2007,2010,46.0,779.0,1427.0,648.0,54.6,10084.0,74.0,60.0,5.2,4.2,7.1,6.21,12.9,219.2,QB,Idaho,,,,,,,,,,,,,,,,,,,,,,,,nathan enderle,QB,Idaho,idaho,1.0
Julian Vandervelde,,PHI,5,161,2011,Iowa,2007,2009,23.0,,,,,,,,,,,,,,OL,Iowa,,,,,,,,,,,,,,,,,,,,,,,,julian vandervelde,OL,Iowa,iowa,
Chris Carter,,PIT,5,162,2011,Fresno State,2007,2010,49.0,,,,,,,,,,,,,,LB,Fresno State,,,,,,,,,,,,,,,19.0,116.0,89.0,205.0,38.0,0.3877551020408163,,,,chris carter,LB,Fresno State,fresno state,
Chykie Brown,,RAV,5,164,2011,Texas,2007,2010,44.0,,,,,,,,,,,,,,DB,Texas,,,,,,,,,,,,,,,,,,,,,2.0,0.0,6.0,chykie brown,DB,Texas,texas,
Pernell McPhee,,RAV,5,165,2011,Mississippi State,2009,2010,25.0,,,,,,,,,,,,,,DL,Mississippi State,,,,,,,,,,,,,,,7.0,46.0,45.0,91.0,22.0,0.28,,,,pernell mcphee,DL,Mississippi State,mississippi state,
Lawrence Wilson,,CAR,6,166,2011,,2007,2010,52.0,,,,,,,,,,,,,,LB,Connecticut,,,,,,,,,,,,,,,9.0,246.0,203.0,449.0,35.5,0.173076923076923,,,,lawrence wilson,LB,nan,nan,
Ryan Whalen,,CIN,6,167,2011,Stanford,2007,2010,48.0,,,,,,,,,,,,,,WR,Stanford,,,,,,,,,,39.3,140.0,1884.0,13.5,7.0,,,,,,,,,,ryan whalen,WR,Stanford,stanford,308.0
Demarcus Love,,MIN,6,168,2011,Arkansas,2010,2010,13.0,,,,,,,,,,,,,,OL,Arkansas,,,,,,,,,,,,,,,,,,,,,,,,demarcus love,OL,Arkansas,arkansas,
Chris White,,BUF,6,169,2011,Mississippi State,2009,2010,25.0,,,,,,,,,,,,,,LB,Mississippi State,,,,,,,,,,,,,,,6.0,98.0,87.0,185.0,19.5,0.24,,,,chris white,LB,Mississippi State,mississippi state,
Mistral Raymond,,MIN,6,170,2011,South Florida,2009,2010,25.0,,,,,,,,,,,,,,DB,South Florida,,,,,,,,,,,,,,,,,,,,,2.0,0.0,0.0,mistral raymond,DB,South Florida,south florida,
Quan Sturdivant,,CRD,6,171,2011,North Carolina,2007,2010,46.0,,,,,,,,,,,,,,LB,North Carolina,,,,,,,,,,,,,,,7.0,192.0,117.0,309.0,27.5,0.1521739130434782,,,,quan sturdivant,LB,North Carolina,north carolina,
Byron Maxwell,,SEA,6,173,2011,Clemson,2007,2010,53.0,,,,,,,,,,,,,,DB,Clemson,,,,,,,,,,,,,,,,,,,,,4.0,0.0,6.0,byron maxwell,DB,Clemson,clemson,
Charles Clay,,MIA,6,174,2011,Tulsa,2007,2010,52.0,,,,,,,,,,,,,,RB,Tulsa,17.5,179.0,911.0,5.1,10.0,189.0,13.5,28.0,48.9,,,,,,,,,,,,,,,charles clay,RB,Tulsa,tulsa,
Dwayne Harris,,DAL,6,176,2011,East Carolina,2007,2010,50.0,,,,,,,,,,,,,,WR,East Carolina,,,,,,,,,,60.0,268.0,3001.0,11.2,20.0,,,,,,,,,,dwayne harris,WR,East Carolina,east carolina,299.0
Evan Royster,,WAS,6,177,2011,Penn State,2007,2010,50.0,,,,,,,,,,,,,,RB,Penn State,78.6,686.0,3932.0,5.7,29.0,61.0,9.2,3.0,11.2,,,,,,,,,,,,,,,evan royster,RB,Penn State,penn state,
Aldrick Robinson,,WAS,6,178,2011,SMU,2007,2010,46.0,,,,,,,,,,,,,,WR,SMU,,,,,,,,,,72.0,181.0,3314.0,18.3,30.0,,,,,,,,,,aldrick robinson,WR,SMU,smu,
Tyrod Taylor,137.5,RAV,6,180,2011,Virginia Tech,2007,2010,50.0,495.0,865.0,370.0,57.2,7017.0,44.0,20.0,5.1,2.3,8.1,8.09,14.2,140.3,QB,Virginia Tech,,,,,,,,,,,,,,,,,,,,,,,,tyrod taylor,QB,Virginia Tech,virginia tech,9.0
Richard Gordon,,RAI,6,181,2011,Miami (FL),2006,2010,47.0,,,,,,,,,,,,,,TE,Miami (FL),,,,,,,,,,1.3,10.0,62.0,6.2,0.0,,,,,,,,,,richard gordon,TE,Miami (FL),miami (fl),
Ronald Johnson,,SFO,6,182,2011,USC,2007,2010,47.0,,,,,,,,,,,,,,WR,USC,,,,,,,,,,37.2,138.0,1750.0,12.7,20.0,,,,,,,,,,ronald johnson,WR,USC,usc,
Jordan Todman,,SDG,6,183,2011,Connecticut,2008,2010,37.0,,,,,,,,,,,,,,RB,Connecticut,85.9,616.0,3179.0,5.2,31.0,42.0,6.7,0.0,7.6,,,,,,,,,,,,,,,jordan todman,RB,Connecticut,connecticut,88.0
David Carter,,CRD,6,184,2011,UCLA,2007,2010,40.0,,,,,,,,,,,,,,DL,UCLA,,,,,,,,,,,,,,,6.0,42.0,24.0,66.0,9.5,0.15,,,,david carter,DL,UCLA,ucla,
Greg Jones,,NYG,6,185,2011,Michigan State,2007,2010,52.0,,,,,,,,,,,,,,LB,Michigan State,,,,,,,,,,,,,,,16.0,236.0,229.0,465.0,46.5,0.3076923076923077,,,,greg jones,LB,Michigan State,michigan state,
Allen Bradford,,TAM,6,187,2011,USC,2006,2010,52.0,,,,,,,,,,,,,,RB,USC,30.5,267.0,1585.0,5.9,16.0,14.0,12.6,4.0,3.4,,,,,,,,,,,,,,,allen bradford,RB,USC,usc,
Mike Mohamed,,DEN,6,189,2011,California,2007,2010,50.0,,,,,,,,,,,,,,LB,California,,,,,,,,,,,,,,,7.0,196.0,143.0,339.0,20.0,0.14,,,,mike mohamed,LB,California,california,
Colin Jones,,SFO,6,190,2011,Texas Christian,2007,2010,45.0,,,,,,,,,,,,,,DB,Texas Christian,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,colin jones,DB,Texas Christian,texas christian,
Jason Kelce,,PHI,6,191,2011,Cincinnati,2007,2010,34.0,,,,,,,,,,,,,,LB,Cincinnati,,,,,,,,,,,,,,,0.0,4.0,1.0,5.0,0.0,0.0,,,,jason kelce,LB,Cincinnati,cincinnati,
Brian Rolle,,PHI,6,193,2011,Ohio State,2007,2010,51.0,,,,,,,,,,,,,,LB,Ohio State,,,,,,,,,,,,,,,2.0,85.0,117.0,202.0,19.0,0.0392156862745098,,,,brian rolle,LB,Ohio State,ohio state,
J.T. Thomas,,CHI,6,195,2011,West Virginia,2008,2010,39.0,,,,,,,,,,,,,,LB,West Virginia,,,,,,,,,,,,,,,6.0,93.0,121.0,214.0,24.0,0.1538461538461538,,,,j t thomas,LB,West Virginia,west virginia,
Keith Williams,,PIT,6,196,2011,Nebraska,2008,2008,13.0,,,,,,,,,,,,,,OL,Nebraska,,,,,,,,,,,,,,,,,,,,,,,,keith williams,OL,Nebraska,nebraska,
Ricky Elmore,,GNB,6,197,2011,Arizona,2007,2010,51.0,,,,,,,,,,,,,,DL,Arizona,,,,,,,,,,,,,,,25.0,76.0,52.0,128.0,33.5,0.4901960784313725,,,,ricky elmore,DL,Arizona,arizona,
Tyler Sash,,NYG,6,198,2011,Iowa,2008,2010,38.0,,,,,,,,,,,,,,DB,Iowa,,,,,,,,,,,,,,,,,,,,,13.0,1.0,0.0,tyler sash,DB,Iowa,iowa,
Jerrell Powe,,KAN,6,199,2011,Ole Miss,2008,2010,37.0,,,,,,,,,,,,,,DL,Ole Miss,,,,,,,,,,,,,,,7.0,49.0,20.0,69.0,24.0,0.1891891891891892,,,,jerrell powe,DL,Ole Miss,ole miss,
Ross Homan,,MIN,6,200,2011,Ohio State,2006,2010,54.0,,,,,,,,,,,,,,LB,Ohio State,,,,,,,,,,,,,,,5.0,155.0,132.0,287.0,17.0,0.0925925925925925,,,,ross homan,LB,Ohio State,ohio state,
Stephen Schilling,,SDG,6,201,2011,Michigan,2007,2010,37.0,,,,,,,,,,,,,,OL,Michigan,,,,,,,,,,,,,,,,,,,,,,,,stephen schilling,OL,Michigan,michigan,
Jacquian Williams,,NYG,6,202,2011,South Florida,2009,2010,25.0,,,,,,,,,,,,,,LB,South Florida,,,,,,,,,,,,,,,2.0,61.0,38.0,99.0,12.0,0.08,,,,jacquian williams,LB,South Florida,south florida,
Virgil Green,,DEN,7,204,2011,Nevada,2008,2010,40.0,,,,,,,,,,,,,,TE,Nevada,,,,,,,,,,23.5,72.0,939.0,13.0,11.0,,,,,,,,,,virgil green,TE,Nevada,nevada,203.0
Lazarius Levingston,,SEA,7,205,2011,LSU,2007,2010,48.0,,,,,,,,,,,,,,DL,LSU,,,,,,,,,,,,,,,3.0,19.0,51.0,70.0,15.5,0.0625,,,,lazarius levingston,DL,LSU,lsu,
Greg McElroy,155.4,NYJ,7,208,2011,Alabama,2007,2010,35.0,436.0,658.0,222.0,66.3,5691.0,39.0,10.0,5.9,1.5,8.6,9.15,13.1,162.6,QB,Alabama,,,,,,,,,,,,,,,,,,,,,,,,greg mcelroy,QB,Alabama,alabama,6.0
Andrew Jackson,,ATL,7,210,2011,Fresno State,2007,2008,25.0,,,,,,,,,,,,,,DL,Fresno State,,,,,,,,,,,,,,,0.0,2.0,0.0,2.0,0.0,0.0,,,,andrew jackson,DL,Fresno State,fresno state,
Bruce Miller,,SFO,7,211,2011,UCF,2007,2010,53.0,,,,,,,,,,,,,,LB,UCF,,,,,,,,,,,,,,,35.0,124.0,90.0,214.0,57.5,0.660377358490566,,,,bruce miller,LB,UCF,ucf,
Zach Clayton,,OTI,7,212,2011,Auburn,2007,2010,41.0,,,,,,,,,,,,,,DL,Auburn,,,,,,,,,,,,,,,5.0,41.0,24.0,65.0,17.0,0.1219512195121951,,,,zach clayton,DL,Auburn,auburn,
Brandyn Thompson,,WAS,7,213,2011,Boise State,2007,2010,48.0,,,,,,,,,,,,,,DB,Boise State,,,,,,,,,,,,,,,,,,,,,13.0,1.0,0.0,brandyn thompson,DB,Boise State,boise state,
Derek Newton,,HTX,7,214,2011,Arkansas State,2010,2010,12.0,,,,,,,,,,,,,,OL,Arkansas State,,,,,,,,,,,,,,,,,,,,,,,,derek newton,OL,Arkansas State,arkansas state,
D'Aundre Reed,,MIN,7,215,2011,Arizona,2007,2010,46.0,,,,,,,,,,,,,,DL,Arizona,,,,,,,,,,,,,,,6.0,56.0,27.0,83.0,11.5,0.1304347826086956,,,,d aundre reed,DL,Arizona,arizona,
Mikail Baker,,RAM,7,216,2011,Baylor,2006,2009,28.0,,,,,,,,,,,,,,WR,Baylor,,,,,,,,,,7.0,18.0,196.0,10.9,1.0,,,,,,,,,,mikail baker,WR,Baylor,baylor,
Mikail Baker,,RAM,7,216,2011,Baylor,2010,2010,13.0,,,,,,,,,,,,,,DB,Baylor,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,mikail baker,DB,Baylor,baylor,
Ryan Taylor,,GNB,7,218,2011,North Carolina,2006,2010,48.0,,,,,,,,,,,,,,TE,North Carolina,,,,,,,,,,6.9,36.0,330.0,9.2,2.0,,,,,,,,,,ryan taylor,TE,North Carolina,north carolina,
Malcolm Williams,,NWE,7,219,2011,Texas Christian,2009,2010,26.0,,,,,,,,,,,,,,DB,Texas Christian,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,malcolm williams,DB,Texas Christian,texas christian,
Shaun Chapas,,DAL,7,220,2011,Georgia,2007,2010,49.0,,,,,,,,,,,,,,RB,Georgia,3.2,40.0,155.0,3.9,3.0,26.0,8.5,4.0,4.5,,,,,,,,,,,,,,,shaun chapas,RB,Georgia,georgia,
Da'Rel Scott,,NYG,7,221,2011,Maryland,2007,2010,41.0,,,,,,,,,,,,,,RB,Maryland,58.6,430.0,2401.0,5.6,17.0,48.0,10.6,4.0,12.4,,,,,,,,,,,,,,,da rel scott,RB,Maryland,maryland,
Anthony Gaitor,,TAM,7,222,2011,Florida International,2007,2010,49.0,,,,,,,,,,,,,,DB,Florida International,,,,,,,,,,,,,,,,,,,,,11.0,3.0,0.0,anthony gaitor,DB,Florida International,florida international,
Markus White,,WAS,7,224,2011,Florida State,2008,2010,40.0,,,,,,,,,,,,,,DL,Florida State,,,,,,,,,,,,,,,11.0,81.0,50.0,131.0,28.5,0.275,,,,markus white,DL,Florida State,florida state,
Anthony Allen,,RAV,7,225,2011,Georgia Tech,2006,2010,52.0,,,,,,,,,,,,,,RB,Georgia TechLouisville,58.4,546.0,3036.0,5.6,33.0,33.0,12.2,5.0,7.7,,,,,,,,,,,,,,,anthony allen,RB,Georgia Tech,georgia tech,76.0
Greg Romeus,,NOR,7,226,2011,Pitt,2007,2010,40.0,,,,,,,,,,,,,,DL,Pitt,,,,,,,,,,,,,,,19.0,77.0,65.0,142.0,38.5,0.475,,,,greg romeus,DL,Pitt,pitt,
Scotty McKnight,,NYJ,7,227,2011,Colorado,2007,2010,49.0,,,,,,,,,,,,,,WR,Colorado,,,,,,,,,,52.8,219.0,2588.0,11.8,22.0,,,,,,,,,,scotty mcknight,WR,Colorado,colorado,
Jonathan Nelson,,RAM,7,229,2011,Oklahoma,2008,2010,31.0,,,,,,,,,,,,,,DB,Oklahoma,,,,,,,,,,,,,,,,,,,,,5.0,0.0,0.0,jonathan nelson,DB,Oklahoma,oklahoma,
Cliff Matthews,,ATL,7,230,2011,South Carolina,2007,2010,51.0,,,,,,,,,,,,,,DL,South Carolina,,,,,,,,,,,,,,,15.0,108.0,41.0,149.0,26.0,0.2941176470588235,,,,cliff matthews,DL,South Carolina,south carolina,
Baron Batch,,PIT,7,232,2011,Texas Tech,2006,2010,45.0,,,,,,,,,,,,,,RB,Texas Tech,55.6,467.0,2501.0,5.4,27.0,140.0,7.9,5.0,24.7,,,,,,,,,,,,,,,baron batch,RB,Texas Tech,texas tech,
Lawrence Guy,,GNB,7,233,2011,Arizona State,2008,2010,35.0,,,,,,,,,,,,,,DL,Arizona State,,,,,,,,,,,,,,,8.0,51.0,71.0,122.0,23.0,0.2285714285714285,,,,lawrence guy,DL,Arizona State,arizona state,
Andrew Gachkar,,SDG,7,234,2011,Missouri,2007,2010,54.0,,,,,,,,,,,,,,LB,Missouri,,,,,,,,,,,,,,,4.0,121.0,87.0,208.0,13.0,0.074074074074074,,,,andrew gachkar,LB,Missouri,missouri,
Greg Lloyd,,PHI,7,237,2011,Connecticut,2007,2010,33.0,,,,,,,,,,,,,,LB,Connecticut,,,,,,,,,,,,,,,3.0,103.0,76.0,179.0,15.0,0.0909090909090909,,,,greg lloyd,LB,Connecticut,connecticut,
Daniel Hardy,,TAM,7,238,2011,Idaho,2008,2010,27.0,,,,,,,,,,,,,,WR,Idaho,,,,,,,,,,50.5,80.0,1364.0,17.1,6.0,,,,,,,,,,daniel hardy,WR,Idaho,idaho,
Stanley Havili,,PHI,7,240,2011,USC,2006,2010,52.0,,,,,,,,,,,,,,RB,USC,9.8,81.0,509.0,6.3,3.0,116.0,11.1,12.0,24.8,,,,,,,,,,,,,,,stanley havili,RB,USC,usc,
David Ausberry,,RAI,7,241,2011,USC,2007,2010,46.0,,,,,,,,,,,,,,WR,USC,,,,,,,,,,15.2,64.0,700.0,10.9,7.0,,,,,,,,,,david ausberry,WR,USC,usc,
Malcolm Smith,,SEA,7,242,2011,USC,2007,2010,47.0,,,,,,,,,,,,,,LB,USC,,,,,,,,,,,,,,,1.0,101.0,73.0,174.0,14.5,0.0212765957446808,,,,malcolm smith,LB,USC,usc,
Nate Bussey,,NOR,7,243,2011,Illinois,2009,2010,25.0,,,,,,,,,,,,,,LB,Illinois,,,,,,,,,,,,,,,1.0,78.0,48.0,126.0,9.0,0.04,,,,nate bussey,LB,Illinois,illinois,
Nate Bussey,,NOR,7,243,2011,Illinois,2007,2008,25.0,,,,,,,,,,,,,,DB,Illinois,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2.0,nate bussey,DB,Illinois,illinois,
Lee Ziemba,,CAR,7,244,2011,Auburn,2009,2010,13.0,,,,,,,,,,,,,,OL,Auburn,,,,,,,,,,,,,,,,,,,,,,,,lee ziemba,OL,Auburn,auburn,
